"1526","Alphonsea","Alphonsea_elliptica","Annonaceae","elliptica","Annonaceae","Magnoliales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","","","","","","","","","","","","Magnoliidae","","","","",""
"1547","Alseuosmia","Alseuosmia_macrophylla","Alseuosmiaceae","macrophylla","Alseuosmiaceae","Asterales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","Asteridae","Campanulidae","","","","","","","","","","",""
"1556","Alstroemeria","Alstroemeria_pulchra","Alstroemeriaceae","pulchra","Alstroemeriaceae","Liliales","Spermatophyta","Angiospermae","Mesangiospermae","Monocotyledoneae","Nartheciidae","Petrosaviidae","","","","","","","","","","","","","","","","","",""
"1582","Altingia","Altingia_excelsa","Altingiaceae","excelsa","Altingiaceae","Saxifragales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","","","","","","Superrosidae","","","","","","","","",""
"1590","Alvaradoa","Alvaradoa_amorphoides","Picramniaceae","amorphoides","Picramniaceae","Picramniales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","","","","","","Superrosidae","Rosidae","Malvidae","","","","","","",""
"1619","Amana","Amana_erythronioides","Liliaceae","erythronioides","Liliaceae","Liliales","Spermatophyta","Angiospermae","Mesangiospermae","Monocotyledoneae","Nartheciidae","Petrosaviidae","","","","","","","","","","","","","","","","","",""
"1658","Amborella","Amborella_trichopoda","Amborellaceae","trichopoda","Amborellaceae","Amborellales","Spermatophyta","Angiospermae","","","","","","","","","","","","","","","","","","","","","",""
"1681","Amianthium","Amianthium_muscitoxicum","Melanthiaceae","muscitoxicum","Melanthiaceae","Liliales","Spermatophyta","Angiospermae","Mesangiospermae","Monocotyledoneae","Nartheciidae","Petrosaviidae","","","","","","","","","","","","","","","","","",""
"1683","Amischotolype","Amischotolype_monosperma","Commelinaceae","monosperma","Commelinaceae","Commelinales","Spermatophyta","Angiospermae","Mesangiospermae","Monocotyledoneae","Nartheciidae","Petrosaviidae","Commelinidae","","","","","","","","","","","","","","","","",""
"1729","Amoreuxia","Amoreuxia_wrightii","Bixaceae","wrightii","Bixaceae","Malvales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","","","","","","Superrosidae","Rosidae","Malvidae","","","","","","",""
